Country,Year,Suicides number,Life expectancy,Adult Mortality,Infant deaths,Alcohol,Under-five deaths,HIV/AIDS,GDP,Population,Income composition of resources,Schooling
Guatemala,2004,250.0,69.6,21.0,15,2.4,18,0.4,1872.73783,12796925.0,0.564,9.3
Guatemala,2005,238.0,69.2,28.0,14,2.35,18,0.4,277.83438,139628.0,0.567,9.6
Guatemala,2006,298.0,69.7,24.0,14,2.38,17,0.4,2256.56724,133978.0,0.57,9.8
Guatemala,2007,327.0,75.0,192.0,13,2.4,16,0.4,2489.955836,137286.0,0.578,10.1
Guatemala,2008,492.0,79.0,19.0,13,2.21,15,0.4,2794.22189,146366.0,0.589,10.4
Guatemala,2009,511.0,76.0,198.0,12,2.14,15,0.4,2635.753474,1431628.0,0.596,10.4
Guatemala,2010,352.0,77.0,196.0,12,2.14,14,0.4,2825.5247,1463417.0,0.602,10.5
Guatemala,2011,359.0,71.1,193.0,11,2.16,14,0.4,3187.845296,14948919.0,0.609,10.5
Guatemala,2012,420.0,71.3,189.0,11,2.02,13,0.4,3299.65139,1527156.0,0.616,10.6
Guatemala,2013,455.0,71.4,189.0,11,1.93,13,0.4,3452.828934,15596214.0,0.611,10.7
Guatemala,2014,512.0,71.7,187.0,10,1.88,13,0.4,3687.763767,15923559.0,0.614,10.7
Guatemala,2015,494.0,71.9,186.0,10,1.88,12,0.4,3923.573344,16252429.0,0.637,10.7
Guyana,2001,197.0,65.4,247.0,1,6.71,1,1.7,925.582546,752263.0,0.606,10.9
Guyana,2002,176.0,65.3,244.0,1,7.73,1,2.3,96.8674827,751884.0,0.609,11.0
Guyana,2003,198.0,65.3,237.0,1,7.93,1,2.1,986.7958173,751857.0,0.611,11.1
Guyana,2004,186.0,65.1,237.0,1,7.84,1,1.9,145.58861,751652.0,0.613,11.2
Guyana,2005,169.0,65.0,238.0,1,7.35,1,1.8,198.455216,75946.0,0.619,11.4
Guyana,2006,201.0,65.2,24.0,1,7.04,1,1.1,1945.6395,74961.0,0.622,11.7
Guyana,2007,185.0,65.7,232.0,1,7.2,1,1.9,2327.58324,747869.0,0.62,11.2
Guyana,2008,168.0,66.3,218.0,1,7.32,1,0.8,2576.124957,746314.0,0.618,10.7
Guyana,2009,156.0,66.1,218.0,0,7.49,1,0.3,2716.35256,745693.0,0.618,10.5
Guyana,2010,205.0,65.9,221.0,0,7.52,1,0.4,326.281212,746556.0,0.618,10.2
Guyana,2011,192.0,65.6,229.0,0,7.56,1,0.4,3439.597513,7491.0,0.624,10.3
Guyana,2012,206.0,65.8,22.0,0,7.57,1,0.3,3785.935665,75391.0,0.63,10.6
Guyana,2013,210.0,65.9,218.0,0,7.56,1,0.3,3944.178173,75881.0,0.633,10.3
Haiti,2001,16.0,58.9,35.0,19,6.22,27,5.0,413.7383164,8692567.0,0.443,7.9
Haiti,2002,4.0,59.3,33.0,19,6.1,26,4.8,393.16327,8834733.0,0.444,8.0
Haiti,2003,1.0,59.7,3.0,18,6.64,25,4.6,329.782946,8976552.0,0.447,8.1
Haiti,2004,1.0,58.7,32.0,18,6.1,24,4.3,387.9429725,9119178.0,0.45,8.1
Honduras,2008,37.0,73.2,159.0,4,3.14,5,0.6,1751.595857,7872658.0,0.597,11.1
Honduras,2009,92.0,73.4,157.0,4,3.08,5,0.5,1815.489496,83521.0,0.603,11.3
Honduras,2010,111.0,73.6,156.0,4,3.1,5,0.4,1932.85829,8194778.0,0.606,11.5
Honduras,2011,112.0,73.9,153.0,4,3.1,5,0.4,212.584798,83516.0,0.611,11.7
Honduras,2012,111.0,74.1,151.0,4,3.11,4,0.4,2178.38325,855646.0,0.614,11.6
Honduras,2013,94.0,74.3,15.0,4,3.11,4,0.4,2136.77395,8657785.0,0.614,11.6
Hungary,2000,3269.0,71.7,193.0,1,12.22,1,0.1,4623.46712,121971.0,0.761,13.9
Hungary,2001,2978.0,72.3,185.0,1,13.18,1,0.1,527.85364,1187576.0,0.769,14.2
Hungary,2002,2839.0,72.5,184.0,1,13.29,1,0.1,665.6443,115868.0,0.775,14.6
Hungary,2003,2800.0,72.5,184.0,1,13.24,1,0.1,8396.25323,1129552.0,0.784,14.9
Hungary,2004,2742.0,72.9,18.0,1,13.28,1,0.1,1259.5266,117146.0,0.793,15.3
Hungary,2005,2619.0,72.9,182.0,1,12.94,1,0.1,11161.72441,18765.0,0.795,15.0
Hungary,2006,2461.0,73.4,177.0,1,13.16,1,0.1,11398.76584,17137.0,0.802,15.2
Hungary,2007,2450.0,73.5,176.0,1,12.55,1,0.1,13842.6549,15578.0,0.809,15.3
Hungary,2008,2476.0,74.1,165.0,1,11.64,1,0.1,15669.25929,138188.0,0.812,15.3
Hungary,2009,2460.0,74.2,162.0,0,11.46,1,0.1,12967.16543,12265.0,0.816,15.3
Hungary,2010,2489.0,74.5,156.0,0,10.78,1,0.1,1325.53379,123.0,0.817,15.3
Hungary,2011,2420.0,74.8,15.0,0,11.51,1,0.1,1448.87958,9971727.0,0.821,15.4
Hungary,2012,2349.0,75.0,146.0,0,11.27,1,0.1,12834.32349,992362.0,0.823,15.4
Hungary,2013,2092.0,75.5,139.0,0,10.88,1,0.1,13613.6147,989382.0,0.824,15.4
Hungary,2014,1925.0,75.6,137.0,0,0.01,0,0.1,14117.97668,9866468.0,0.834,15.8
Hungary,2015,1868.0,75.8,134.0,0,0.01,0,0.1,12365.6263,984328.0,0.834,15.6
Iceland,2000,50.0,79.7,74.0,0,6.17,0,0.1,31813.37344,28125.0,0.847,16.8
Iceland,2001,36.0,80.0,72.0,0,6.37,0,0.1,28585.9254,284968.0,0.854,17.1
Iceland,2002,30.0,84.0,7.0,0,6.61,0,0.1,31996.2172,287523.0,0.859,17.2
Iceland,2003,26.0,87.0,65.0,0,6.61,0,0.1,3944.999,289521.0,0.866,17.6
Iceland,2004,35.0,88.0,65.0,0,6.79,0,0.1,46917.27216,29274.0,0.873,18.3
Iceland,2005,33.0,81.0,62.0,0,7.05,0,0.1,56249.7555,296734.0,0.879,17.9
Iceland,2006,32.0,81.1,61.0,0,7.2,0,0.1,5613.54115,33782.0,0.884,18.1
Iceland,2007,37.0,81.3,59.0,0,7.53,0,0.1,68348.31817,311566.0,0.887,18.2
Iceland,2008,38.0,81.4,58.0,0,8.49,0,0.1,55575.29196,317414.0,0.892,18.2
Iceland,2009,36.0,81.6,55.0,0,10.22,0,0.1,4461.89251,318499.0,0.894,18.4
Iceland,2010,46.0,81.8,53.0,0,8.25,0,0.1,41676.44527,31841.0,0.894,18.4
Iceland,2011,27.0,82.1,51.0,0,8.13,0,0.1,46.217,31914.0,0.894,18.6
Iceland,2012,37.0,82.5,5.0,0,7.81,0,0.1,44333.8518,32716.0,0.901,18.7
Iceland,2013,49.0,82.4,5.0,0,7.31,0,0.1,4781.3888,323764.0,0.907,19.0
Iceland,2014,44.0,82.5,49.0,0,7.45,0,0.1,52473.11356,327386.0,0.915,19.0
Iceland,2015,40.0,82.7,49.0,0,7.45,0,0.1,5734.4436,33815.0,0.919,19.0
Iraq,2008,3.0,69.3,167.0,32,0.17,38,0.1,4521.3247,29111417.0,0.638,10.3
Ireland,2000,463.0,76.4,94.0,0,14.07,0,0.1,26241.91883,385174.0,0.848,16.2
Ireland,2001,488.0,77.0,89.0,0,14.27,0,0.1,28223.55528,3866243.0,0.857,16.4
Ireland,2002,449.0,77.4,88.0,0,14.17,0,0.1,32539.1937,3931947.0,0.862,16.5
Ireland,2003,454.0,78.0,82.0,0,13.24,0,0.1,4117.15532,3996521.0,0.87,16.8
Ireland,2004,464.0,78.3,82.0,0,13.32,0,0.1,47631.6377,47262.0,0.88,17.1
Ireland,2005,451.0,78.7,78.0,0,13.31,0,0.1,5886.82789,4159914.0,0.889,17.5
Ireland,2006,452.0,79.0,78.0,0,13.44,0,0.1,54326.9713,4273591.0,0.896,17.6
Ireland,2007,458.0,79.5,75.0,0,13.59,0,0.1,61388.17457,4398942.0,0.902,17.6
Ireland,2008,506.0,79.8,75.0,0,12.66,0,0.1,61235.415,4489544.0,0.908,17.9
Ireland,2009,527.0,79.7,77.0,0,11.41,0,0.1,51983.78892,4535375.0,0.909,17.9
Ireland,2010,486.0,86.0,68.0,0,11.88,0,0.1,48538.58776,456155.0,0.907,18.2
Ireland,2011,554.0,84.0,7.0,0,11.72,0,0.1,52567.52568,4576794.0,0.909,18.5
Ireland,2012,542.0,85.0,69.0,0,11.49,0,0.1,49231.36254,4586897.0,0.895,18.5
Ireland,2013,487.0,81.0,67.0,0,10.49,0,0.1,5234.76736,4598294.0,0.902,18.6
Ireland,2014,486.0,81.2,66.0,0,10.75,0,0.1,5553.32623,4617225.0,0.91,18.6
Israel,2000,394.0,78.9,76.0,1,2.53,1,0.1,2152.1432,6289.0,0.845,15.2
Israel,2001,398.0,79.3,74.0,1,2.53,1,0.1,236.19646,6439.0,0.85,15.1
Israel,2002,382.0,79.3,74.0,1,2.47,1,0.1,18431.15696,657.0,0.855,15.3
Israel,2003,417.0,79.7,71.0,1,2.32,1,0.1,18946.99942,66897.0,0.863,16.0
Israel,2004,411.0,81.0,69.0,1,2.23,1,0.1,19888.172,689.0,0.863,15.9
Israel,2005,425.0,80.0,71.0,1,2.41,1,0.1,2611.17931,6931.0,0.866,15.8
Israel,2006,367.0,84.0,68.0,1,2.23,1,0.1,2195.1769,7537.0,0.87,15.7
Israel,2007,326.0,84.0,68.0,1,2.33,1,0.1,258.637,7181.0,0.872,15.7
Israel,2008,354.0,81.0,65.0,1,2.47,1,0.1,29657.4421,7388.0,0.877,15.8
Israel,2009,404.0,81.5,63.0,1,2.55,1,0.1,27795.87671,74856.0,0.876,15.6
Israel,2010,480.0,81.7,61.0,1,2.63,1,0.1,3661.994,76236.0,0.878,15.7
Israel,2011,409.0,81.8,61.0,1,2.67,1,0.1,33657.15727,77658.0,0.883,15.8
Israel,2012,430.0,81.8,6.0,1,2.78,1,0.1,32569.59683,7915.0,0.889,15.9
Israel,2013,372.0,82.1,61.0,1,2.69,1,0.1,36393.66932,8595.0,0.891,15.9
Israel,2014,382.0,82.2,6.0,1,2.62,1,0.1,37582.84624,82157.0,0.895,16.0
Israel,2015,342.0,82.5,58.0,0,2.62,1,0.1,35729.37253,8381.0,0.898,16.0
Italy,2000,4108.0,79.4,77.0,3,9.78,3,0.1,251.2426,5694218.0,0.823,14.8
Italy,2001,4030.0,79.8,75.0,2,9.69,3,0.1,24.819,569741.0,0.828,14.9
Italy,2002,4069.0,80.0,72.0,2,9.25,3,0.1,22196.5736,57597.0,0.836,15.2
Italy,2003,4075.0,79.9,72.0,2,9.3,3,0.1,27387.2258,5731323.0,0.841,15.4
Italy,2004,3986.0,89.0,66.0,2,8.98,3,0.1,31174.56118,57685327.0,0.846,15.6
Italy,2005,3742.0,88.0,66.0,2,8.65,2,0.1,31959.26215,57969484.0,0.851,15.8
Italy,2006,3700.0,81.2,65.0,2,8.44,2,0.1,3341.7482,58143979.0,0.856,16.0
Italy,2007,3757.0,81.3,63.0,2,8.37,2,0.1,37698.78573,5843831.0,0.862,16.1
Italy,2008,3904.0,81.5,61.0,2,7.96,2,0.1,464.18465,58826731.0,0.866,16.3
Italy,2009,3974.0,81.6,61.0,2,7.25,2,0.1,36976.84512,5995365.0,0.868,16.3
Italy,2010,3989.0,81.8,6.0,2,6.95,2,0.1,35849.37364,59277417.0,0.869,16.4
Italy,2011,4153.0,82.0,6.0,2,6.98,2,0.1,38334.68477,59379449.0,0.872,16.4
Italy,2012,4257.0,82.0,6.0,2,7.49,2,0.1,34814.12436,59539717.0,0.877,16.6
Italy,2013,4290.0,82.3,58.0,2,7.35,2,0.1,3537.27441,6233948.0,0.876,16.5
Italy,2014,4147.0,82.5,57.0,2,7.56,2,0.1,35396.66517,678914.0,0.877,16.3
Italy,2015,3988.0,82.7,56.0,1,7.56,2,0.1,349.14755,673582.0,0.881,16.3
Jamaica,2000,3.0,72.6,171.0,1,3.46,1,2.2,336.8742,2656864.0,0.682,11.4
Jamaica,2001,5.0,72.7,171.0,1,3.89,1,2.2,3394.878,267711.0,0.68,10.9
Jamaica,2002,2.0,73.0,167.0,1,3.76,1,2.3,3596.496282,2695446.0,0.69,11.7
Jamaica,2003,2.0,73.1,166.0,1,3.48,1,2.3,3465.221998,2712511.0,0.694,11.9
Jamaica,2004,1.0,73.3,165.0,1,3.67,1,2.3,3719.97351,2728777.0,0.689,11.1
Jamaica,2005,51.0,73.5,161.0,1,3.59,1,1.9,482.24762,2744673.0,0.706,12.4
Jamaica,2006,0.0,74.0,15.0,1,3.63,1,1.5,4313.1682,276279.0,0.709,12.5
Jamaica,2009,36.0,74.7,142.0,1,3.33,1,0.6,4293.383274,28482.0,0.721,12.7
Jamaica,2010,3.0,75.0,138.0,1,3.55,1,0.5,4682.728424,281721.0,0.721,12.7
Jamaica,2011,50.0,75.2,139.0,1,3.58,1,0.6,513.549487,2829493.0,0.722,12.8
Japan,2000,29989.0,81.1,74.0,4,7.97,5,0.1,38532.488,126843.0,0.852,14.5
Japan,2001,29132.0,81.5,72.0,4,8.03,5,0.1,33846.46564,127149.0,0.856,14.6
Japan,2002,29715.0,81.8,7.0,3,7.87,5,0.1,32289.3554,127445.0,0.86,14.7
Japan,2003,31881.0,81.9,7.0,3,7.83,5,0.1,3488.3992,127718.0,0.863,14.8
Japan,2004,30034.0,82.1,68.0,3,7.7,4,0.1,37688.72234,127761.0,0.866,14.8
Japan,2005,30369.0,82.0,69.0,3,7.99,4,0.1,37217.64873,127773.0,0.87,14.9
Japan,2006,29769.0,82.4,68.0,3,7.49,4,0.1,35433.98896,127854.0,0.873,14.9
Japan,2007,30665.0,82.6,67.0,3,7.29,4,0.1,35275.22843,1281.0,0.877,15.0
Japan,2008,30073.0,82.7,66.0,3,7.11,4,0.1,39339.29757,12863.0,0.88,15.0
Japan,2009,30523.0,83.0,64.0,3,7.09,4,0.1,4855.17564,12847.0,0.881,15.0
Japan,2010,29411.0,83.0,62.0,3,6.9,4,0.1,4457.67639,1287.0,0.879,15.1
Japan,2011,28766.0,82.5,64.0,3,7.39,4,0.1,48167.99727,127833.0,0.884,15.1
Japan,2012,26338.0,83.3,58.0,2,7.39,3,0.1,4863.47665,127629.0,0.889,15.3
Japan,2013,25991.0,83.5,56.0,2,7.55,3,0.1,4454.44746,127445.0,0.894,15.3
Japan,2014,24357.0,83.5,57.0,2,0.01,3,0.1,3896.21151,127276.0,0.899,15.3
Japan,2015,23092.0,83.7,55.0,2,0.01,3,0.1,34474.13736,127141.0,0.902,15.3
Jordan,2008,5.0,73.1,119.0,4,0.61,4,0.1,3385.69665,6489822.0,0.739,13.6
Jordan,2009,14.0,73.3,118.0,4,0.59,4,0.1,3492.1396,6821116.0,0.742,13.6
Jordan,2010,18.0,73.4,117.0,4,0.51,4,0.1,3679.19275,718239.0,0.739,13.2
Jordan,2011,19.0,73.6,116.0,4,0.43,4,0.1,387.324145,7574943.0,0.737,13.1
Jordan,2012,31.0,73.7,115.0,4,0.41,4,0.1,387.753211,7992573.0,0.735,12.9
Kazakhstan,2000,4428.0,63.9,292.0,9,6.0,10,0.1,1229.958,14883626.0,0.676,12.1
Kazakhstan,2001,4377.0,64.4,284.0,8,5.75,10,0.1,149.926751,14858335.0,0.685,12.3
Kazakhstan,2002,4240.0,64.7,276.0,8,5.99,9,0.1,1658.31146,14858948.0,0.7,12.7
Kazakhstan,2003,4321.0,64.4,282.0,8,6.58,9,0.1,268.123657,149918.0,0.714,13.1
Kazakhstan,2004,4394.0,64.7,287.0,8,6.55,9,0.1,2874.288291,1512985.0,0.725,13.5
Kazakhstan,2005,3903.0,64.6,294.0,8,6.94,9,0.1,3771.278957,1514729.0,0.737,13.9
Kazakhstan,2006,4076.0,65.0,295.0,8,7.08,9,0.1,5291.57565,153884.0,0.747,14.3
Kazakhstan,2007,4141.0,65.3,288.0,8,7.44,9,0.1,6771.414797,15484192.0,0.754,14.7
Kazakhstan,2008,3997.0,66.6,258.0,8,7.6,9,0.1,8513.564645,15674.0,0.758,14.6
Kazakhstan,2009,3838.0,67.8,235.0,7,6.64,8,0.1,7165.2775,169271.0,0.758,14.6
Kazakhstan,2010,3609.0,67.8,236.0,7,6.83,8,0.1,97.649972,16321581.0,0.763,14.5
Kazakhstan,2011,3401.0,68.5,224.0,7,6.63,7,0.1,11634.42422,165566.0,0.766,14.4
Kazakhstan,2012,3240.0,69.1,214.0,6,6.82,7,0.1,12387.18982,16791425.0,0.774,14.7
Kazakhstan,2013,3512.0,69.5,28.0,5,6.48,6,0.1,1389.8561,1735275.0,0.782,15.0
Kazakhstan,2014,3119.0,69.9,22.0,5,6.29,5,0.1,1286.56511,17289224.0,0.789,15.0
Kazakhstan,2015,2872.0,72.0,198.0,4,6.29,5,0.1,159.9817,17544126.0,0.793,15.0
Kiribati,2000,0.0,64.1,222.0,0,0.46,0,0.1,796.7937634,8446.0,0.0,10.0
Kiribati,2001,0.0,64.3,219.0,0,0.6,0,0.1,734.9492461,85858.0,0.0,10.4
Kuwait,2000,34.0,73.2,96.0,0,0.01,1,0.1,18389.38433,1973153.0,0.786,14.1
Kuwait,2001,30.0,73.2,95.0,0,0.01,1,0.1,1654.96761,2038530.0,0.786,14.0
Kuwait,2002,45.0,73.3,94.0,0,0.01,1,0.1,17789.41981,2158603.0,0.785,13.9
Kuwait,2003,44.0,73.4,93.0,0,0.03,1,0.1,2271.56961,1950622.0,0.788,14.1
Kuwait,2004,45.0,73.5,91.0,0,0.02,1,0.1,26921.8278,1996086.0,0.791,14.4
Kuwait,2005,52.0,73.6,9.0,0,0.01,1,0.1,3549.26132,2062968.0,0.789,14.2
Kuwait,2006,45.0,73.6,89.0,1,0.01,1,0.1,42717.55725,2165713.0,0.787,14.1
Kuwait,2007,51.0,73.7,89.0,1,0.03,1,0.1,45793.97614,3074918.0,0.787,13.9
Kuwait,2008,47.0,73.8,88.0,1,0.03,1,0.1,55571.9986,3369394.0,0.787,13.8
Kuwait,2009,61.0,73.9,87.0,1,0.1,1,0.1,37567.3121,3165654.0,0.788,13.6
Kuwait,2010,39.0,74.0,86.0,1,0.01,1,0.1,38497.61696,3281614.0,0.79,13.5
Kuwait,2011,41.0,74.2,85.0,1,0.02,1,0.1,48268.5912,3333698.0,0.792,13.4
Kuwait,2012,56.0,74.3,84.0,1,0.01,1,0.1,51264.7134,3496698.0,0.794,13.2
Kuwait,2013,41.0,74.5,83.0,1,0.01,1,0.1,48399.9581,3574090.0,0.796,13.1
Kuwait,2014,68.0,74.6,82.0,0,0.01,1,0.1,42996.4812,3715284.0,0.787,13.0
Kyrgyzstan,2000,510.0,66.6,225.0,4,2.13,5,0.1,42996.4812,4369202.0,0.586,11.4
Kyrgyzstan,2001,560.0,67.2,217.0,4,2.62,5,0.1,42996.4812,4425784.0,0.593,11.8
Kyrgyzstan,2002,567.0,66.7,215.0,4,3.31,5,0.1,42996.4812,4473163.0,0.601,12.1
Kyrgyzstan,2003,479.0,66.6,217.0,4,3.52,4,0.1,42996.4812,4520843.0,0.602,12.2
Kyrgyzstan,2004,438.0,67.1,218.0,4,3.41,4,0.1,42996.4812,4572278.0,0.609,12.5
Kyrgyzstan,2005,470.0,66.9,224.0,4,2.81,4,0.1,42996.4812,4614533.0,0.612,12.4
Kyrgyzstan,2006,463.0,66.7,234.0,4,2.48,4,0.1,42996.4812,4646475.0,0.613,12.5
Kyrgyzstan,2007,482.0,67.2,229.0,4,2.77,4,0.1,42996.4812,4668640.0,0.618,12.6
Kyrgyzstan,2008,473.0,67.6,217.0,4,2.53,4,0.2,42996.4812,4690924.0,0.624,12.6
Kyrgyzstan,2009,458.0,68.5,21.0,4,2.39,4,0.1,42996.4812,4800134.0,0.629,12.4
Kyrgyzstan,2010,500.0,68.8,199.0,4,2.73,4,0.1,42996.4812,4837556.0,0.631,12.2
Kyrgyzstan,2011,471.0,69.4,188.0,4,3.28,4,0.2,42996.4812,4870538.0,0.632,12.1
Kyrgyzstan,2012,524.0,69.9,18.0,3,0.01,4,0.1,42996.4812,4932360.0,0.638,12.3
Kyrgyzstan,2013,446.0,77.0,174.0,3,0.01,4,0.1,42996.4812,5012200.0,0.647,12.5
Kyrgyzstan,2014,461.0,78.0,17.0,3,0.01,4,0.1,42996.4812,5096430.0,0.656,12.8
Kyrgyzstan,2015,417.0,71.1,166.0,3,0.01,3,0.1,42996.4812,5195827.0,0.662,13.0
Latvia,2000,770.0,71.0,218.0,0,7.13,0,0.1,3352.731296,236755.0,0.716,13.7
Latvia,2001,708.0,69.9,228.0,0,6.68,0,0.1,3572.8513,233717.0,0.728,14.2
Latvia,2002,670.0,73.0,219.0,0,7.44,0,0.1,4132.34927,231173.0,0.746,14.8
Latvia,2003,604.0,78.0,29.0,0,8.24,0,0.1,5134.95694,2287955.0,0.761,15.2
Latvia,2004,563.0,71.0,26.0,0,8.81,0,0.1,6351.8125,2263122.0,0.776,15.5
Latvia,2005,564.0,76.0,216.0,0,9.92,0,0.1,7558.7426,2238799.0,0.791,15.9
Latvia,2006,487.0,75.0,229.0,0,10.4,0,0.1,9667.9757,2218357.0,0.807,16.2
Latvia,2007,453.0,78.0,221.0,0,12.12,0,0.1,1444.1589,22325.0,0.814,16.2
Latvia,2008,527.0,71.9,199.0,0,11.84,0,0.1,16348.53121,2177322.0,0.819,16.3
Latvia,2009,516.0,72.6,184.0,0,9.85,0,0.1,12219.37379,2141669.0,0.821,16.4
Latvia,2010,438.0,72.8,18.0,0,9.8,0,0.1,11326.21947,297555.0,0.815,16.0
Latvia,2011,440.0,73.6,169.0,0,10.14,0,0.1,1372.68947,25979.0,0.81,15.8
Latvia,2012,444.0,73.8,163.0,0,10.21,0,0.1,13822.8559,234319.0,0.812,15.5
Latvia,2013,383.0,74.1,161.0,0,10.37,0,0.1,1532.22924,212647.0,0.814,15.4
Latvia,2014,382.0,74.4,156.0,0,0.01,0,0.1,15725.1374,1993782.0,0.822,16.0
Latvia,2015,387.0,74.6,153.0,0,0.01,0,0.1,13666.58336,1977527.0,0.828,16.0
Lithuania,2000,1631.0,71.6,2.0,0,9.87,0,0.1,3297.35471,3499536.0,0.745,14.0
Lithuania,2001,1533.0,71.2,21.0,0,10.2,0,0.1,353.147337,347818.0,0.757,14.7
Lithuania,2002,1551.0,71.4,22.0,0,11.0,0,0.1,4146.987928,344367.0,0.77,15.3
Lithuania,2003,1455.0,71.6,22.0,0,11.29,0,0.1,555.535669,3415213.0,0.78,15.8
Lithuania,2004,1380.0,71.6,24.0,0,12.1,0,0.1,676.966998,337775.0,0.792,16.3
Lithuania,2005,1319.0,78.0,222.0,0,12.3,0,0.1,7863.1629,3322528.0,0.798,16.2
Lithuania,2006,1049.0,76.0,229.0,0,12.7,0,0.1,924.642548,326999.0,0.807,16.4
Lithuania,2007,1025.0,72.0,24.0,0,13.4,0,0.1,12297.91535,3231294.0,0.812,16.4
Lithuania,2008,1111.0,71.1,224.0,0,13.3,0,0.1,14961.56818,3198231.0,0.82,16.5
Lithuania,2009,1138.0,72.2,192.0,0,12.4,0,0.1,11837.3913,3162916.0,0.825,16.6
Lithuania,2010,1018.0,72.4,188.0,0,12.9,0,0.1,11984.86857,397282.0,0.824,16.8
Lithuania,2011,1018.0,72.8,18.0,0,12.66,0,0.1,14357.73679,328115.0,0.826,16.7
Lithuania,2012,927.0,73.0,176.0,0,15.14,0,0.1,14341.836,2987773.0,0.83,16.5
Lithuania,2013,1085.0,73.0,178.0,0,15.04,0,0.1,15712.82376,2957689.0,0.834,16.4
Lithuania,2014,930.0,73.4,169.0,0,15.19,0,0.1,16554.97139,2932367.0,0.841,16.5
Lithuania,2015,896.0,73.6,165.0,0,15.19,0,0.1,14252.42853,29491.0,0.846,16.5
Luxembourg,2000,62.0,77.8,98.0,0,13.14,0,0.1,48735.99549,4363.0,0.848,13.5
Luxembourg,2001,73.0,78.0,96.0,0,12.89,0,0.1,48179.4285,441525.0,0.854,13.4
Luxembourg,2002,85.0,78.3,95.0,0,12.91,0,0.1,5293.64115,446175.0,0.86,13.5
Luxembourg,2003,48.0,78.6,92.0,0,12.61,0,0.1,65445.8853,45163.0,0.865,13.6
Luxembourg,2004,62.0,78.7,92.0,0,12.42,0,0.1,75716.3518,45895.0,0.867,13.5
Luxembourg,2005,49.0,78.8,9.0,0,11.84,0,0.1,8289.69641,465158.0,0.874,13.5
Luxembourg,2006,65.0,79.4,85.0,0,11.98,0,0.1,89739.7117,472637.0,0.88,13.5
Luxembourg,2007,78.0,79.7,82.0,0,11.75,0,0.1,1618.4928,479993.0,0.877,13.5
Luxembourg,2008,43.0,80.0,8.0,0,11.53,0,0.1,114293.8433,48865.0,0.887,13.5
Luxembourg,2009,48.0,83.0,76.0,0,11.42,0,0.1,13198.6693,497783.0,0.888,13.5
Luxembourg,2010,54.0,86.0,73.0,0,11.36,0,0.1,14965.361,56953.0,0.884,13.7
Luxembourg,2011,55.0,88.0,72.0,0,11.5,0,0.1,115761.577,518347.0,0.894,13.9
Luxembourg,2012,51.0,81.1,7.0,0,11.34,0,0.1,16749.136,53946.0,0.892,13.9
Luxembourg,2013,40.0,81.4,68.0,0,11.02,0,0.1,113751.85,54336.0,0.892,13.9
Luxembourg,2014,67.0,81.7,65.0,0,11.12,0,0.1,119172.7418,556319.0,0.892,13.9
Luxembourg,2015,64.0,82.0,63.0,0,11.12,0,0.1,1199.8223,56964.0,0.896,13.9
Malaysia,2000,118.0,72.4,149.0,4,0.54,5,0.1,445.17471,2318568.0,0.715,11.6
Malaysia,2001,73.0,72.7,144.0,4,0.53,5,0.1,3915.11546,2369897.0,0.725,11.9
Malaysia,2002,46.0,72.9,14.0,4,0.49,4,0.1,4167.364387,24198811.0,0.723,12.0
Malaysia,2003,56.0,73.1,138.0,3,0.48,4,0.1,4463.675893,2468873.0,0.724,12.1
Malaysia,2004,66.0,73.2,137.0,3,0.49,4,0.1,4955.477743,2517419.0,0.731,12.7
Malaysia,2005,39.0,73.4,135.0,3,0.46,4,0.1,5593.822995,25659393.0,0.734,12.9
Malaysia,2006,63.0,73.6,134.0,3,0.42,4,0.1,6222.982955,26143566.0,0.732,12.7
Malaysia,2007,62.0,73.7,133.0,3,0.43,4,0.1,7269.17114,26625845.0,0.736,12.3
Malaysia,2008,59.0,73.8,132.0,3,0.47,4,0.1,8513.629541,2711169.0,0.747,12.5
Malaysia,2009,40.0,74.0,131.0,3,0.47,4,0.1,7326.744435,2765383.0,0.756,12.6
Malaysia,2010,39.0,74.1,131.0,3,0.49,4,0.1,971.356987,28112289.0,0.764,12.8
Malaysia,2011,34.0,74.3,13.0,3,0.51,4,0.1,145.1262,28635128.0,0.774,13.0
Malaysia,2012,29.0,74.5,129.0,3,0.53,4,0.1,1779.49641,2917456.0,0.776,12.9
Malaysia,2013,22.0,74.6,128.0,3,0.53,4,0.1,1882.27842,2976724.0,0.779,12.9
Malaysia,2014,21.0,74.8,126.0,4,0.52,4,0.1,11183.96191,322817.0,0.783,13.0
Maldives,2000,0.0,69.6,139.0,0,1.83,0,0.1,2182.99711,286.0,0.577,11.3
Maldives,2001,3.0,78.0,129.0,0,1.98,0,0.1,298.67598,292.0,0.587,11.8
Maldives,2002,3.0,71.8,124.0,0,1.95,0,0.1,32.37239,297.0,0.597,12.0
Maldives,2003,4.0,72.7,112.0,0,1.75,0,0.1,3432.247841,34.0,0.601,11.8
Maldives,2004,1.0,73.4,16.0,0,1.6,0,0.1,3853.33348,312.0,0.617,12.2
Maldives,2005,1.0,74.3,93.0,0,1.47,0,0.1,3488.493769,321.0,0.625,12.1
Maldives,2007,5.0,75.4,82.0,0,1.78,0,0.1,52.862285,349.0,0.632,11.9
Maldives,2008,0.0,75.9,81.0,0,1.76,0,0.1,5828.621374,362.0,0.641,11.8
